"chr" "pos" "mkr"
"263" 1 19.63024876 "Chr1_53052567"
"264" 1 19.74387188 "Chr1_53359644"
"265" 1 19.76401328 "Chr1_53414078"
"266" 1 19.90073421 "Chr1_53783579"
"267" 1 19.90277373 "Chr1_53789091"
"268" 1 19.9094884 "Chr1_53807238"
"269" 1 19.98024231 "Chr1_53998457"
"270" 1 20.08817755 "Chr1_54290162"
"271" 1 20.08818532 "Chr1_54290183"
"272" 1 20.37130234 "Chr1_55055333"
"273" 1 20.37130419 "Chr1_55055338"
"274" 1 20.4766164 "Chr1_55339954"
"275" 1 20.60727205 "Chr1_55693063"
"276" 1 20.62416915 "Chr1_55738729"
"277" 1 20.91945005 "Chr1_56536753"
"278" 1 20.92647923 "Chr1_56555750"
"279" 1 20.92649218 "Chr1_56555785"
"280" 1 20.92975534 "Chr1_56564604"
"281" 1 20.92975756 "Chr1_56564610"
"282" 1 20.95734811 "Chr1_56639176"
"283" 1 20.98442211 "Chr1_56712346"
"284" 1 21.07899944 "Chr1_56967950"
"285" 1 21.31053895 "Chr1_57593707"
"286" 1 21.50901133 "Chr1_58130097"
"287" 1 21.56721322 "Chr1_58287393"
"288" 1 21.57381614 "Chr1_58305238"
"289" 1 21.57382724 "Chr1_58305268"
"290" 1 21.57382946 "Chr1_58305274"
"291" 1 21.69980478 "Chr1_58645734"
"292" 1 21.81014734 "Chr1_58943945"
"293" 1 21.81015586 "Chr1_58943968"
"294" 1 21.81015808 "Chr1_58943974"
"295" 1 21.93218497 "Chr1_59273763"
"296" 1 21.99067436 "Chr1_59431836"
"297" 1 21.99068139 "Chr1_59431855"
"298" 1 21.99069286 "Chr1_59431886"
"299" 1 21.99168487 "Chr1_59434567"
"300" 1 22.05716163 "Chr1_59611524"
"301" 1 22.05716533 "Chr1_59611534"
"302" 1 22.19320211 "Chr1_59979186"
"303" 1 22.32565492 "Chr1_60337152"
"304" 1 22.57591164 "Chr1_61013494"
"305" 1 22.57591349 "Chr1_61013499"
"306" 1 22.57592533 "Chr1_61013531"
"307" 1 22.67482851 "Chr1_61280826"
"308" 1 22.71410524 "Chr1_61386975"
"309" 1 22.76607866 "Chr1_61527438"
"310" 1 23.05583006 "Chr1_62310518"
"311" 1 23.05583487 "Chr1_62310531"
"312" 1 23.05584967 "Chr1_62310571"
"313" 1 23.05586928 "Chr1_62310624"
"314" 1 23.06303758 "Chr1_62329997"
"315" 1 23.06305016 "Chr1_62330031"
"316" 1 23.06381128 "Chr1_62332088"
"317" 1 23.4293795 "Chr1_63320070"
"318" 1 23.47706519 "Chr1_63448945"
"319" 1 23.4770663 "Chr1_63448948"
"320" 1 23.49165081 "Chr1_63488364"
"321" 1 23.58313482 "Chr1_63735608"
"322" 1 23.58313815 "Chr1_63735617"
"323" 1 23.83750315 "Chr1_64423062"
"324" 1 23.83751018 "Chr1_64423081"
"325" 1 24.15749143 "Chr1_65287860"
"326" 1 24.15750919 "Chr1_65287908"
"327" 1 24.50494446 "Chr1_66226884"
"328" 1 24.5049489 "Chr1_66226896"
"329" 1 24.50496999 "Chr1_66226953"
"330" 1 24.52737995 "Chr1_66287518"
"331" 1 24.52738328 "Chr1_66287527"
"332" 1 24.52739623 "Chr1_66287562"
"333" 1 24.53974363 "Chr1_66320932"
"334" 1 24.65759898 "Chr1_66639447"
"335" 1 24.69121596 "Chr1_66730300"
"336" 1 24.7153513 "Chr1_66795528"
"337" 1 24.71535167 "Chr1_66795529"
"338" 1 25.32407529 "Chr1_68440661"
"339" 1 25.32407825 "Chr1_68440669"
"340" 1 25.32409009 "Chr1_68440701"
"341" 1 25.32560604 "Chr1_68444798"
"342" 1 25.39375615 "Chr1_68628980"
"343" 1 25.39376503 "Chr1_68629004"
"344" 1 25.4512095 "Chr1_68784253"
"345" 1 25.68058036 "Chr1_69404149"
"346" 1 25.85100485 "Chr1_69864737"
"347" 1 25.89648303 "Chr1_69987646"
"348" 1 25.89649302 "Chr1_69987673"
"349" 1 25.89649524 "Chr1_69987679"
"350" 1 25.91294352 "Chr1_70032132"
"351" 1 26.55242353 "Chr1_71760386"
"352" 1 27.11949566 "Chr1_73292951"
"353" 1 27.11950528 "Chr1_73292977"
"354" 1 27.14233521 "Chr1_73354677"
"355" 1 27.14278996 "Chr1_73355906"
"356" 1 27.22778131 "Chr1_73585603"
"357" 1 27.38832307 "Chr1_74019482"
"358" 1 27.38851289 "Chr1_74019995"
"359" 1 27.63021783 "Chr1_74673225"
"360" 1 27.6302441 "Chr1_74673296"
"361" 1 27.95316512 "Chr1_75546020"
"362" 1 27.95317807 "Chr1_75546055"
"363" 1 28.26101025 "Chr1_76378000"
"364" 1 28.30541835 "Chr1_76498017"
"365" 1 28.38507593 "Chr1_76713299"
"366" 1 28.43903819 "Chr1_76859137"
"367" 1 28.48248314 "Chr1_76976551"
"368" 1 28.48574519 "Chr1_76985367"
"369" 1 28.57854423 "Chr1_77236165"
"370" 1 28.5785483 "Chr1_77236176"
"371" 1 28.57855496 "Chr1_77236194"
"372" 1 28.59764144 "Chr1_77287777"
"373" 1 28.6012391 "Chr1_77297500"
"374" 1 28.76189557 "Chr1_77731689"
"375" 1 28.81256913 "Chr1_77868639"
"376" 1 28.84528401 "Chr1_77957054"
"377" 1 29.28322422 "Chr1_79140628"
"378" 1 29.337064 "Chr1_79286135"
"379" 1 29.53547865 "Chr1_79822369"
"380" 1 29.53639074 "Chr1_79824834"
"381" 1 29.8565459 "Chr1_80690083"
"382" 1 30.07267022 "Chr1_81274179"
"383" 1 30.14757348 "Chr1_81476612"
"384" 1 30.2353318 "Chr1_81713787"
"385" 1 30.23534919 "Chr1_81713834"
"386" 1 30.51393279 "Chr1_82466732"
"387" 1 30.51393464 "Chr1_82466737"
"388" 1 30.51394426 "Chr1_82466763"
"389" 1 30.51394981 "Chr1_82466778"
"390" 1 30.51395166 "Chr1_82466783"
"391" 1 30.51419254 "Chr1_82467434"
"392" 1 30.58375463 "Chr1_82655432"
"393" 1 30.58378867 "Chr1_82655524"
"394" 1 30.58379829 "Chr1_82655550"
"395" 1 31.03167229 "Chr1_83865971"
"396" 1 31.03167636 "Chr1_83865982"
"397" 1 31.19782089 "Chr1_84315003"
"398" 1 31.19843031 "Chr1_84316650"
"399" 1 31.19844955 "Chr1_84316702"
"400" 1 31.26809008 "Chr1_84504912"
"401" 1 31.33946266 "Chr1_84697803"
"402" 1 31.51198403 "Chr1_85164058"
"403" 1 31.51199291 "Chr1_85164082"
"404" 1 31.53027498 "Chr1_85213491"
"405" 1 31.53088292 "Chr1_85215134"
"406" 1 31.5521969 "Chr1_85272737"
"407" 1 31.55219912 "Chr1_85272743"
"408" 1 31.55220208 "Chr1_85272751"
"409" 1 31.89869454 "Chr1_86209179"
"410" 1 31.90781282 "Chr1_86233822"
"411" 1 31.90782022 "Chr1_86233842"
"412" 1 31.92983501 "Chr1_86293339"
"413" 1 32.02141373 "Chr1_86540839"
"414" 1 32.2298299 "Chr1_87104103"
"415" 1 32.22983471 "Chr1_87104116"
"416" 1 32.22984322 "Chr1_87104139"
"417" 1 32.55940527 "Chr1_87994811"
"418" 1 32.65290031 "Chr1_88247490"
"419" 1 32.82447037 "Chr1_88711174"
"420" 1 32.88802157 "Chr1_88882927"
"421" 1 33.05068315 "Chr1_89322535"
"422" 1 33.0506887 "Chr1_89322550"
"423" 1 33.41190036 "Chr1_90298758"
"424" 1 33.66877591 "Chr1_90992988"
"425" 1 33.73019878 "Chr1_91158989"
"426" 1 33.8244616 "Chr1_91413743"
"427" 1 33.82446715 "Chr1_91413758"
"428" 1 33.82447122 "Chr1_91413769"
"429" 1 33.82448824 "Chr1_91413815"
"430" 1 33.82450082 "Chr1_91413849"
"431" 1 33.87072384 "Chr1_91538771"
"432" 1 33.89222246 "Chr1_91596873"
"433" 1 33.89223171 "Chr1_91596898"
"434" 1 33.89223467 "Chr1_91596906"
"435" 1 33.89223504 "Chr1_91596907"
"436" 1 33.89224096 "Chr1_91596923"
"437" 1 33.89224429 "Chr1_91596932"
"438" 1 33.89224466 "Chr1_91596933"
"439" 1 33.91773759 "Chr1_91665830"
"440" 1 34.05323118 "Chr1_92032014"
"441" 1 34.0532371 "Chr1_92032030"
"442" 1 34.14062208 "Chr1_92268196"
"443" 1 34.14062652 "Chr1_92268208"
"444" 1 34.27017693 "Chr1_92618330"
"445" 1 34.29985695 "Chr1_92698543"
"446" 1 34.29986139 "Chr1_92698555"
"447" 1 34.29986176 "Chr1_92698556"
"448" 1 34.2998662 "Chr1_92698568"
"449" 1 34.29987804 "Chr1_92698600"
"450" 1 34.2998921 "Chr1_92698638"
"451" 1 34.29990246 "Chr1_92698666"
"452" 1 34.38515541 "Chr1_92929070"
"453" 1 34.38722601 "Chr1_92934666"
"454" 1 34.70418573 "Chr1_93791279"
"455" 1 34.79065343 "Chr1_94024966"
"456" 1 35.11509855 "Chr1_94901809"
"457" 1 35.27148208 "Chr1_95324450"
"458" 1 35.27148911 "Chr1_95324469"
"459" 1 35.5425788 "Chr1_96057114"
"460" 1 35.54257954 "Chr1_96057116"
"461" 1 35.54259323 "Chr1_96057153"
"462" 1 35.76679793 "Chr1_96663087"
"463" 1 36.07801982 "Chr1_97504193"
"464" 1 36.07804054 "Chr1_97504249"
"465" 1 36.07804461 "Chr1_97504260"
"466" 1 36.07804609 "Chr1_97504264"
"467" 1 36.07806644 "Chr1_97504319"
"468" 1 36.8078379 "Chr1_99476594"
"469" 1 36.85306521 "Chr1_99598825"
"470" 1 36.91289553 "Chr1_99760522"
"471" 1 37.15161667 "Chr1_100405688"
"472" 1 37.15162999 "Chr1_100405724"
"473" 1 37.15164294 "Chr1_100405759"
"474" 1 37.47794405 "Chr1_101287618"
"475" 1 37.47794553 "Chr1_101287622"
"476" 1 37.51822722 "Chr1_101396487"
"477" 1 37.51823573 "Chr1_101396510"
"478" 1 39.04763489 "Chr1_105529853"
"479" 1 39.0476434 "Chr1_105529876"
"480" 1 39.15356983 "Chr1_105816152"
"481" 1 39.60889112 "Chr1_107046700"
"482" 1 39.7168012 "Chr1_107338337"
"483" 1 39.71680786 "Chr1_107338355"
"484" 1 39.71682155 "Chr1_107338392"
"485" 1 39.9773092 "Chr1_108042384"
"486" 1 40.24339073 "Chr1_108761494"
"487" 1 40.24340146 "Chr1_108761523"
"488" 1 40.60688279 "Chr1_109743865"
"489" 1 40.82745173 "Chr1_110339973"
"490" 1 40.82745543 "Chr1_110339983"
"491" 1 40.82748799 "Chr1_110340071"
"492" 1 40.82748873 "Chr1_110340073"
"493" 1 41.15369253 "Chr1_111221669"
"494" 1 41.64980132 "Chr1_112562449"
"495" 1 41.88709013 "Chr1_113203744"
"496" 1 42.14516712 "Chr1_113901221"
"497" 1 42.20297938 "Chr1_114057464"
"498" 1 42.24850493 "Chr1_114180501"
"499" 1 42.24850678 "Chr1_114180506"
"500" 1 42.67814347 "Chr1_115341639"
"501" 1 42.68382135 "Chr1_115356984"
"502" 1 42.7191848 "Chr1_115452557"
"503" 1 42.95153835 "Chr1_116080514"
"504" 1 42.95155759 "Chr1_116080566"
"505" 1 42.95155796 "Chr1_116080567"
"506" 1 42.97915516 "Chr1_116155151"
"507" 1 43.01230666 "Chr1_116244746"
"508" 1 43.01231702 "Chr1_116244774"
"509" 1 43.13992116 "Chr1_116589636"
"510" 1 43.32749104 "Chr1_117096561"
"511" 1 43.56572783 "Chr1_117740418"
"512" 1 43.56574004 "Chr1_117740451"
"513" 1 43.93742202 "Chr1_118744956"
"514" 1 43.93742424 "Chr1_118744962"
"515" 1 44.07783496 "Chr1_119124435"
"516" 1 44.10176569 "Chr1_119189110"
"517" 1 44.23430286 "Chr1_119547304"
"518" 1 44.26011807 "Chr1_119617072"
"519" 1 44.26105273 "Chr1_119619598"
"520" 1 44.26106013 "Chr1_119619618"
"521" 1 44.26106087 "Chr1_119619620"
"522" 1 44.26106864 "Chr1_119619641"
"523" 1 44.26107382 "Chr1_119619655"
"524" 1 44.31341097 "Chr1_119761101"
"525" 1 44.33004796 "Chr1_119806064"
"526" 1 44.33004907 "Chr1_119806067"
"527" 1 44.33004944 "Chr1_119806068"
"528" 1 44.38839341 "Chr1_119963748"
"529" 1 44.41102168 "Chr1_120024903"
"530" 1 44.41103019 "Chr1_120024926"
"531" 1 44.41103389 "Chr1_120024936"
"532" 1 44.7471552 "Chr1_120933335"
"533" 1 44.75418031 "Chr1_120952321"
"534" 1 44.75418401 "Chr1_120952331"
"535" 1 44.94187711 "Chr1_121459589"
"536" 1 45.13384869 "Chr1_121978410"
"537" 1 45.42418804 "Chr1_122763079"
"538" 1 45.42804323 "Chr1_122773498"
"539" 1 45.42804656 "Chr1_122773507"
"540" 1 45.42805507 "Chr1_122773530"
"541" 1 45.42889426 "Chr1_122775798"
"542" 1 45.48745877 "Chr1_122934074"
"543" 1 45.49582629 "Chr1_122956688"
"544" 1 45.56983448 "Chr1_123156702"
"545" 1 45.66626151 "Chr1_123417305"
"546" 1 45.8430425 "Chr1_123895072"
"547" 1 45.8860105 "Chr1_124011197"
"548" 1 46.0445305 "Chr1_124439612"
"549" 1 46.17682975 "Chr1_124797163"
"550" 1 46.19511109 "Chr1_124846570"
"551" 1 46.33580894 "Chr1_125226819"
"552" 1 46.33581412 "Chr1_125226833"
"553" 1 46.36777787 "Chr1_125313218"
"554" 1 46.59813741 "Chr1_125935786"
"555" 1 46.73095469 "Chr1_126294737"
"556" 1 46.99601164 "Chr1_127011078"
"557" 1 46.9960146 "Chr1_127011086"
"558" 1 46.99601608 "Chr1_127011090"
"559" 1 46.99601793 "Chr1_127011095"
"560" 1 47.04881501 "Chr1_127153784"
"561" 1 47.04883277 "Chr1_127153832"
"562" 1 47.11726114 "Chr1_127338766"
"563" 1 47.32623269 "Chr1_127903531"
"564" 1 47.32623751 "Chr1_127903544"
"565" 1 47.37811436 "Chr1_128043746"
"566" 1 47.37813064 "Chr1_128043790"
"567" 1 47.378141 "Chr1_128043818"
"568" 1 47.69346561 "Chr1_128896012"
"569" 1 47.69347671 "Chr1_128896042"
"570" 1 47.69945542 "Chr1_128912200"
"571" 1 47.69947688 "Chr1_128912258"
"572" 1 48.10267748 "Chr1_130001945"
"573" 1 48.10268118 "Chr1_130001955"
"574" 1 48.12050147 "Chr1_130050116"
"575" 1 48.12051553 "Chr1_130050154"
"576" 1 48.12052219 "Chr1_130050172"
"577" 1 48.30927835 "Chr1_130560303"
"578" 1 48.40188757 "Chr1_130810588"
"579" 1 48.40189645 "Chr1_130810612"
"580" 1 48.43202677 "Chr1_130892042"
"581" 1 48.43203084 "Chr1_130892053"
"582" 1 48.46581951 "Chr1_130983370"
"583" 1 48.51005259 "Chr1_131102914"
"584" 1 48.54400813 "Chr1_131194682"
"585" 1 48.57038539 "Chr1_131265969"
"586" 1 48.91070119 "Chr1_132185704"
"587" 1 48.91070674 "Chr1_132185719"
"588" 1 49.18227523 "Chr1_132919658"
"589" 1 49.18229188 "Chr1_132919703"
"590" 1 49.32328871 "Chr1_133300760"
"591" 1 49.32330018 "Chr1_133300791"
"592" 1 49.38124639 "Chr1_133457396"
"593" 1 49.38124713 "Chr1_133457398"
"594" 1 49.5435657 "Chr1_133896079"
"595" 1 49.70566116 "Chr1_134334157"
"596" 1 49.70589982 "Chr1_134334802"
"597" 1 49.70590204 "Chr1_134334808"
"598" 1 49.73828835 "Chr1_134422335"
"599" 1 50.11711162 "Chr1_135446140"
"600" 1 50.11711199 "Chr1_135446141"
"601" 1 50.12637753 "Chr1_135471182"
"602" 1 50.20677034 "Chr1_135688451"
"603" 1 50.30027684 "Chr1_135941161"
"604" 1 50.37513422 "Chr1_136143470"
"605" 1 50.72616714 "Chr1_137092169"
"606" 1 50.964593 "Chr1_137736537"
"607" 1 51.16831959 "Chr1_138287127"
